constituent_name,weighting_sponsor,constituent_ticker,Sector,quantity_held,Fund Name,Ticker Symbol,as_of_date,isin,sedol,Stock Exchange,Trade Country Name,local_currency,local_price,market_value_held,Share Class,location
Apple Inc.,0.06732754,AAPL,Information Technology,169742220.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Microsoft Corporation,0.05486708,MSFT,Information Technology,83799320.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Amazon.com Inc.,0.0266016,AMZN,Consumer Discretionary,99611430.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Alphabet Inc. Class A,0.01721417,GOOGL,Communication Services,67388056.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Berkshire Hathaway Inc. Class B,0.016642090000000002,BRK.B,Financials,20279520.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Tesla Inc,0.01554321,TSLA,Consumer Discretionary,29934360.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Alphabet Inc. Class C,0.015444469999999998,GOOG,Communication Services,60260212.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
UnitedHealth Group Incorporated,0.0145421,UNH,Health Care,10512570.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Exxon Mobil Corporation,0.01414187,XOM,Energy,46839410.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Johnson & Johnson,0.01325087,JNJ,Health Care,29548444.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
NVIDIA Corporation,0.01217417,NVDA,Information Technology,28141808.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
JPMorgan Chase & Co.,0.011815299999999999,JPM,Financials,32958366.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Procter & Gamble Company,0.01002884,PG,Consumer Staples,26849922.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Chevron Corporation,0.009999280000000001,CVX,Energy,20239604.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Visa Inc. Class A,0.00998079,V,Information Technology,18375114.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Home Depot Inc.,0.00963884,HD,Consumer Discretionary,11550897.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Mastercard Incorporated Class A,0.00862012,MA,Information Technology,9588736.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Eli Lilly and Company,0.00827358,LLY,Health Care,8863387.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Bank of America Corp,0.00799566,BAC,Financials,78564970.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Pfizer Inc.,0.00795509,PFE,Health Care,63074972.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AbbVie Inc.,0.00790593,ABBV,Health Care,19870896.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Meta Platforms Inc. Class A,0.00767564,META,Communication Services,25631752.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Merck & Co. Inc.,0.007389679999999999,MRK,Health Care,28470550.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PepsiCo Inc.,0.00731562,PEP,Consumer Staples,15507011.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Coca-Cola Company,0.0071091999999999995,KO,Consumer Staples,43755984.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Costco Wholesale Corporation,0.00679894,COST,Consumer Staples,4978020.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Thermo Fisher Scientific Inc.,0.00628459,TMO,Health Care,4403166.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Broadcom Inc.,0.0062288,AVGO,Information Technology,4537517.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Walmart Inc.,0.00605183,WMT,Consumer Staples,16019419.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
McDonald's Corporation,0.00594441,MCD,Consumer Discretionary,8266728.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cisco Systems Inc.,0.0055219,CSCO,Information Technology,46529292.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Accenture Plc Class A,0.00546064,ACN,Information Technology,7104441.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Abbott Laboratories,0.005426950000000001,ABT,Health Care,19677312.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Wells Fargo & Company,0.00536964,WFC,Financials,42620012.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Danaher Corporation,0.0052822400000000005,DHR,Health Care,7356434.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Walt Disney Company,0.0051578100000000005,DIS,Communication Services,20488712.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ConocoPhillips,0.0050771900000000005,COP,Energy,14304305.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Linde plc,0.00490542,LIN,Materials,5606500.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Texas Instruments Incorporated,0.0048887900000000005,TXN,Information Technology,10279681.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
NextEra Energy Inc.,0.00487324,NEE,Utilities,22076984.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Bristol-Myers Squibb Company,0.00482884,BMY,Health Care,23992576.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Verizon Communications Inc.,0.00478878,VZ,Communication Services,47189464.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Adobe Incorporated,0.00475902,ADBE,Information Technology,5264915.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Salesforce Inc.,0.00467241,CRM,Information Technology,11180096.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Amgen Inc.,0.00454495,AMGN,Health Care,6018279.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Comcast Corporation Class A,0.00446589,CMCSA,Communication Services,49544212.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Philip Morris International Inc.,0.00436529,PM,Consumer Staples,17439658.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Honeywell International Inc.,0.00427197,HON,Industrials,7579118.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Raytheon Technologies Corporation,0.0041219,RTX,Industrials,16611508.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
QUALCOMM Incorporated,0.00406494,QCOM,Information Technology,12634170.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Union Pacific Corporation,0.00404698,UNP,Industrials,7022483.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AT&T Inc.,0.00404241,T,Communication Services,80087430.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
NIKE Inc. Class B,0.00399603,NKE,Consumer Discretionary,14215850.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Lowe's Companies Inc.,0.0039824,LOW,Consumer Discretionary,7190779.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Goldman Sachs Group Inc.,0.00391741,GS,Financials,3838532.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
United Parcel Service Inc. Class B,0.00388249,UPS,Industrials,8223296.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
International Business Machines Corporation,0.00385453,IBM,Information Technology,10161031.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Netflix Inc.,0.00384581,NFLX,Communication Services,5002813.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CVS Health Corporation,0.00381757,CVS,Health Care,14769930.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Intel Corporation,0.0037244899999999996,INTC,Information Technology,46193844.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Caterpillar Inc.,0.00372163,CAT,Industrials,5939355.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Morgan Stanley,0.00362369,MS,Financials,15065378.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
S&P Global Inc.,0.0036176399999999997,SPGI,Financials,3833100.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Charles Schwab Corp,0.0035665799999999998,SCHW,Financials,17178148.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Oracle Corporation,0.0035201700000000004,ORCL,Information Technology,17089832.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Elevance Health Inc.,0.00351589,ELV,Health Care,2700561.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Advanced Micro Devices Inc.,0.00348465,AMD,Information Technology,18172698.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
BlackRock Inc.,0.0034813699999999997,BLK,Financials,1695928.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Intuit Inc.,0.00342458,INTU,Information Technology,3167548.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Deere & Company,0.0033630300000000004,DE,Industrials,3126021.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Starbucks Corporation,0.0033203399999999997,SBUX,Consumer Discretionary,12868611.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Medtronic Plc,0.00330925,MDT,Health Care,14948665.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Lockheed Martin Corporation,0.0032589200000000002,LMT,Industrials,2651584.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Prologis Inc.,0.0031782,PLD,Real Estate,10328956.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PayPal Holdings Inc.,0.0031348500000000002,PYPL,Information Technology,12997243.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
American Tower Corporation,0.00309865,AMT,Real Estate,5238181.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Automatic Data Processing Inc.,0.00308627,ADP,Information Technology,4673605.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Gilead Sciences Inc.,0.00305683,GILD,Health Care,14100356.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Boeing Company,0.00295338,BA,Industrials,6280060.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Citigroup Inc.,0.0028961900000000003,C,Financials,21778524.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Applied Materials Inc.,0.00286622,AMAT,Information Technology,9786982.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Intuitive Surgical Inc.,0.0028188099999999997,ISRG,Health Care,4013352.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
General Electric Company,0.00281236,GE,Industrials,12297850.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
American Express Company,0.00276939,AXP,Financials,6748061.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cigna Corporation,0.00276349,CI,Health Care,3432899.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Mondelez International Inc. Class A,0.00264749,MDLZ,Consumer Staples,15419798.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
T-Mobile US Inc.,0.0026232699999999996,TMUS,Communication Services,6772417.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
TJX Companies Inc,0.00257912,TJX,Consumer Discretionary,13171838.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
EOG Resources Inc.,0.0025698599999999998,EOG,Energy,6593059.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Chubb Limited,0.00256779,CB,Financials,4698546.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Analog Devices Inc.,0.00254263,ADI,Information Technology,5849230.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Marsh & McLennan Companies Inc.,0.00247785,MMC,Financials,5613316.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
ServiceNow Inc.,0.00246855,NOW,Information Technology,2272856.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Target Corporation,0.0023958,TGT,Consumer Discretionary,5216990.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Booking Holdings Inc.,0.0023825,BKNG,Consumer Discretionary,446078.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Altria Group Inc,0.00238242,MO,Consumer Staples,20260484.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Regeneron Pharmaceuticals Inc.,0.0023458000000000003,REGN,Health Care,1205444.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Vertex Pharmaceuticals Incorporated,0.00231839,VRTX,Health Care,2885299.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
SLB,0.002303,SLB,Energy,15855278.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Stryker Corporation,0.0022509699999999997,SYK,Health Care,3787726.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Progressive Corporation,0.00219398,PGR,Financials,6559789.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
3M Company,0.00218761,MMM,Industrials,6208734.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Duke Energy Corporation,0.00217755,DUK,Utilities,8635479.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Northrop Grumman Corp.,0.00213356,NOC,Industrials,1634339.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Zoetis Inc. Class A,0.00207078,ZTS,Health Care,5261136.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Southern Company,0.00206255,SO,Utilities,11959385.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Micron Technology Inc.,0.00205618,MU,Information Technology,12412530.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Lam Research Corporation,0.0020446500000000003,LRCX,Information Technology,1540835.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CSX Corporation,0.00203864,CSX,Industrials,24089336.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
PNC Financial Services Group Inc.,0.0020256,PNC,Financials,4612031.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Humana Inc.,0.0019868,HUM,Health Care,1418744.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Becton Dickinson and Company,0.00193553,BDX,Health Care,3208585.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Eaton Corp. Plc,0.0019186700000000001,ETN,Industrials,4481031.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Fiserv Inc.,0.00191552,FISV,Information Technology,7195650.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Illinois Tool Works Inc.,0.00190139,ITW,Industrials,3169249.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Air Products and Chemicals Inc.,0.00190099,APD,Materials,2487215.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Truist Financial Corporation,0.0018629299999999998,TFC,Financials,14877222.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Colgate-Palmolive Company,0.00185721,CL,Consumer Staples,9399729.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
CME Group Inc. Class A,0.0018565699999999999,CME,Financials,4021213.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Aon Plc Class A,0.0018404200000000002,AON,Financials,2370652.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Pioneer Natural Resources Company,0.00181839,PXD,Energy,2684690.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
U.S. Bancorp,0.0018104899999999999,USB,Financials,15211646.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Crown Castle Inc.,0.0018079200000000002,CCI,Real Estate,4857516.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Boston Scientific Corporation,0.0018066599999999999,BSX,Health Care,16036252.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Marathon Petroleum Corporation,0.00180194,MPC,Energy,5609813.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Equinix Inc.,0.00178703,EQIX,Real Estate,1020971.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
General Motors Company,0.0017818,GM,Consumer Discretionary,16354075.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Waste Management Inc.,0.00177338,WM,Industrials,4231798.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Norfolk Southern Corporation,0.0017566,NSC,Industrials,2642254.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Intercontinental Exchange Inc.,0.00173485,ICE,Financials,6276434.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Moderna Inc.,0.00171679,MRNA,Health Care,3784719.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Ford Motor Company,0.00170704,F,Consumer Discretionary,44431830.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Emerson Electric Co.,0.00168451,EMR,Industrials,6661345.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Dollar General Corporation,0.0016837199999999999,DG,Consumer Discretionary,2550623.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Sherwin-Williams Company,0.0016681099999999998,SHW,Materials,2653725.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Occidental Petroleum Corporation,0.0016510700000000001,OXY,Energy,8383392.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
General Dynamics Corporation,0.00162966,GD,Industrials,2529754.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Freeport-McMoRan Inc.,0.00162156,FCX,Materials,16088299.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
KLA Corporation,0.00160713,KLAC,Information Technology,1595314.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Phillips 66,0.0015914,PSX,Energy,5396372.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Activision Blizzard Inc.,0.00157336,ATVI,Communication Services,8009314.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Valero Energy Corporation,0.00157322,VLO,Energy,4432333.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Estee Lauder Companies Inc. Class A,0.0015720999999999999,EL,Consumer Staples,2599825.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Archer-Daniels-Midland Company,0.00155611,ADM,Consumer Staples,6310277.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
O'Reilly Automotive Inc.,0.00155038,ORLY,Consumer Discretionary,717432.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Dominion Energy Inc,0.00153021,D,Utilities,9366248.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
McKesson Corporation,0.00152638,MCK,Health Care,1617249.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Synopsys Inc.,0.0015076500000000001,SNPS,Information Technology,1716982.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
MetLife Inc.,0.0014877199999999999,MET,Financials,7537744.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Autodesk Inc.,0.0014799899999999998,ADSK,Information Technology,2441303.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Moody's Corporation,0.00145978,MCO,Financials,1775121.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Sempra Energy,0.0014444599999999998,SRE,Utilities,3525123.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
HCA Healthcare Inc,0.00143817,HCA,Health Care,2422292.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Devon Energy Corporation,0.00140147,DVN,Energy,7366809.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Amphenol Corporation Class A,0.00140121,APH,Information Technology,6667117.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Centene Corporation,0.0013984,CNC,Health Care,6430829.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
AutoZone Inc.,0.00139735,AZO,Consumer Discretionary,218922.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Public Storage,0.00139044,PSA,Real Estate,1777801.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Corteva Inc,0.00138604,CTVA,Materials,8076484.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Edwards Lifesciences Corporation,0.00138129,EW,Health Care,6983528.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Roper Technologies Inc.,0.0013799,ROP,Information Technology,1188050.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
American Electric Power Company Inc.,0.0013733799999999998,AEP,Utilities,5760554.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
General Mills Inc.,0.0013720499999999999,GIS,Consumer Staples,6703341.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
American International Group Inc.,0.0013688300000000001,AIG,Financials,8554653.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Cadence Design Systems Inc.,0.00136351,CDNS,Information Technology,3083335.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Johnson Controls International plc,0.0013631499999999998,JCI,Industrials,7749228.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
DexCom Inc.,0.00135281,DXCM,Health Care,4402998.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Marriott International Inc. Class A,0.00133853,MAR,Consumer Discretionary,3084500.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Capital One Financial Corp,0.00133008,COF,Financials,4318219.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
NXP Semiconductors NV,0.00132902,NXPI,Information Technology,2951581.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Agilent Technologies Inc.,0.0013189200000000001,A,Health Care,3356353.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Charter Communications Inc. Class A,0.00130357,CHTR,Communication Services,1247428.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Travelers Companies Inc.,0.0012859100000000001,TRV,Financials,2670558.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Sysco Corporation,0.0012828800000000001,SYY,Consumer Staples,5731971.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Kimberly-Clark Corporation,0.0012826699999999999,KMB,Consumer Staples,3798331.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
L3Harris Technologies Inc,0.0012807299999999999,LHX,Industrials,2150686.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
IQVIA Holdings Inc,0.00125924,IQV,Health Care,2097979.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Biogen Inc.,0.00125053,BIIB,Health Care,1630565.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Chipotle Mexican Grill Inc.,0.00124517,CMG,Consumer Discretionary,311976.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Microchip Technology Incorporated,0.00124478,MCHP,Information Technology,6195403.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
FedEx Corporation,0.00124477,FDX,Industrials,2675225.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Motorola Solutions Inc.,0.00124002,MSI,Information Technology,1875539.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Williams Companies Inc.,0.0012379,WMB,Energy,13708962.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
MSCI Inc. Class A,0.0012339500000000002,MSCI,Financials,908932.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Prudential Financial Inc.,0.0012208,PRU,Financials,4180631.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Trane Technologies plc,0.00121821,TT,Industrials,2611151.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Aflac Incorporated,0.0012051,AFL,Financials,6469738.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Hess Corporation,0.0011988600000000002,HES,Energy,3108037.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Realty Income Corporation,0.00119626,O,Real Estate,6948079.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
U.S. Dollar,0.00119454,CASH_USD,None,450837120.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Fidelity National Information Services Inc.,0.0011868199999999999,FIS,Information Technology,6849004.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
TE Connectivity Ltd.,0.00118318,TEL,Information Technology,3598011.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Enphase Energy Inc.,0.00117894,ENPH,Information Technology,1523745.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Parker-Hannifin Corporation,0.00117609,PH,Industrials,1438489.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
Constellation Brands Inc. Class A,0.00117292,STZ,Consumer Staples,1792216.0,SPDR® S&P 500® ETF Trust,S27,2022-11-11,,,,,,,,,
